,R_fighter,B_fighter,winner,weight_class,no_of_rounds,R_age,R_Height_cms,R_Reach_cms,B_age,B_Height_cms,B_Reach_cms
247,Max Holloway,Brian Ortega,Red,Featherweight,5,27.0,180.34,175.26,27.0,172.72,175.26
248,Valentina Shevchenko,Joanna Jedrzejczyk,Red,Women's Flyweight,5,30.0,165.1,167.64,31.0,167.64,165.1
249,Alex Oliveira,Gunnar Nelson,Blue,Welterweight,3,30.0,180.34,193.04,30.0,180.34,182.88
250,Hakeem Dawodu,Kyle Bochniak,Red,Featherweight,3,27.0,172.72,185.42,31.0,170.18,177.8
251,Jimi Manuwa,Thiago Santos,Blue,Light Heavyweight,3,38.0,185.42,200.66,34.0,187.96,193.04
252,Claudia Gadelha,Nina Ansaroff,Blue,Women's Strawweight,3,30.0,162.56,160.02,33.0,165.1,162.56
253,Olivier Aubin-Mercier,Gilbert Burns,Blue,Lightweight,3,29.0,175.26,177.8,32.0,177.8,180.34
254,Katlyn Chookagian,Jessica Eye,Blue,Women's Flyweight,3,29.0,175.26,172.72,32.0,167.64,167.64
255,Elias Theodorou,Eryk Anders,Red,Middleweight,3,30.0,185.42,190.5,31.0,185.42,190.5
256,Brad Katona,Matthew Lopez,Red,Bantamweight,3,26.0,167.64,162.56,31.0,170.18,175.26
257,Chad Laprise,Dhiego Lima,Blue,Welterweight,3,32.0,177.8,180.34,29.0,187.96,187.96
258,Diego Ferreira,Kyle Nelson,Red,Lightweight,3,33.0,175.26,187.96,27.0,180.34,180.34
259,Devin Clark,Aleksandar Rakic,Blue,Light Heavyweight,3,28.0,182.88,190.5,26.0,193.04,198.12
260,Junior Dos Santos,Tai Tuivasa,Red,Heavyweight,5,34.0,193.04,195.58,25.0,187.96,190.5
261,Mauricio Rua,Tyson Pedro,Red,Light Heavyweight,3,37.0,185.42,193.04,27.0,190.5,200.66
262,Mark Hunt,Justin Willis,Blue,Heavyweight,3,44.0,177.8,182.88,31.0,185.42,198.12
263,Jake Matthews,Anthony Rocco Martin,Blue,Welterweight,3,24.0,180.34,185.42,28.0,182.88,185.42
264,Suman Mokhtarian,Sodiq Yusuff,Blue,Featherweight,3,26.0,177.8,170.18,25.0,175.26,180.34
265,Jimmy Crute,Paul Craig,Red,Light Heavyweight,3,22.0,187.96,187.96,31.0,190.5,193.04
266,Yushin Okami,Aleksei Kunchenko,Blue,Welterweight,3,37.0,187.96,190.5,34.0,172.72,177.8
267,Wilson Reis,Ben Nguyen,Red,Flyweight,3,33.0,162.56,165.1,30.0,165.1,165.1
268,Keita Nakamura,Salim Touahri,Red,Welterweight,3,34.0,180.34,185.42,29.0,177.8,182.88
269,Elias Garcia,Kai Kara-France,Blue,Flyweight,3,26.0,165.1,170.18,25.0,165.1,175.26
270,Mizuto Hirota,Christos Giagos,Blue,Lightweight,3,37.0,170.18,170.18,28.0,177.8,180.34
271,Alex Gorgees,Damir Ismagulov,Blue,Lightweight,3,23.0,187.96,187.96,27.0,177.8,182.88
272,Rafael Dos Anjos,Kamaru Usman,Blue,Welterweight,5,34.0,172.72,177.8,31.0,182.88,193.04
273,Juan Espino,Justin Frazier,Red,Heavyweight,4,38.0,193.04,208.28,29.0,182.88,190.5
274,Pannie Kianzad,Macy Chiasson,Blue,Women's Featherweight,4,26.0,170.18,172.72,27.0,180.34,182.88
275,Pedro Munhoz,Bryan Caraway,Red,Bantamweight,3,32.0,167.64,165.1,34.0,172.72,172.72
276,Darren Stewart,Edmen Shahbazyan,Blue,Middleweight,3,27.0,182.88,187.96,21.0,187.96,182.88
277,Ji Yeon Kim,Antonina Shevchenko,Blue,Women's Flyweight,3,29.0,170.18,182.88,34.0,172.72,170.18
278,Rick Glenn,Kevin Aguilar,Blue,Featherweight,3,29.0,182.88,177.8,30.0,170.18,185.42
279,Joseph Benavidez,Alex Perez,Red,Flyweight,3,34.0,162.56,165.1,26.0,167.64,165.1
280,Maurice Greene,Michel Batista,Red,Heavyweight,3,32.0,200.66,208.28,34.0,190.5,182.88
281,Julija Stoliarenko,Leah Letson,Blue,Women's Featherweight,3,25.0,170.18,167.64,26.0,170.18,180.34
282,Roosevelt Roberts,Darrell Horcher,Red,Lightweight,3,24.0,187.96,185.42,31.0,177.8,177.8
283,Tim Means,Ricky Rainey,Red,Welterweight,3,34.0,187.96,190.5,35.0,185.42,195.58
284,Raoni Barcelos,Chris Gutierrez,Red,Bantamweight,3,31.0,170.18,170.18,27.0,175.26,175.26
285,Curtis Blaydes,Francis Ngannou,Blue,Heavyweight,5,27.0,193.04,203.2,32.0,193.04,210.82
286,Alistair Overeem,Sergei Pavlovich,Red,Heavyweight,3,38.0,193.04,203.2,26.0,190.5,213.36
287,Song Yadong,Vince Morales,Red,Bantamweight,3,20.0,172.72,170.18,28.0,170.18,177.8
288,Li Jingliang,David Zawada,Red,Welterweight,3,30.0,182.88,180.34,28.0,182.88,190.5
289,Song Kenan,Alex Morono,Blue,Welterweight,3,28.0,182.88,180.34,28.0,180.34,182.88
290,Wu Yanan,Lauren Mueller,Red,Women's Flyweight,3,22.0,172.72,167.64,27.0,165.1,170.18
291,Hu Yaozong,Rashad Coulter,Blue,Light Heavyweight,3,23.0,190.5,182.88,36.0,180.34,193.04
292,Weili Zhang,Jessica Aguilar,Red,Women's Strawweight,3,29.0,162.56,182.88,36.0,160.02,160.02
293,Liu Pingyuan,Martin Day,Red,Bantamweight,3,25.0,167.64,182.88,30.0,177.8,185.42
294,Yan Xiaonan,Syuri Kondo,Red,Women's Strawweight,3,29.0,165.1,160.02,29.0,162.56,167.64
295,Kevin Holland,John Phillips,Red,Middleweight,3,26.0,190.5,205.74,33.0,180.34,190.5
296,Su Mudaerji,Louis Smolka,Blue,Bantamweight,3,22.0,172.72,182.88,27.0,175.26,172.72
297,Neil Magny,Santiago Ponzinibbio,Blue,Welterweight,5,31.0,190.5,203.2,32.0,182.88,185.42
298,Ricardo Lamas,Darren Elkins,Red,Featherweight,3,36.0,172.72,180.34,34.0,177.8,180.34
299,Khalil Rountree Jr.,Johnny Walker,Blue,Light Heavyweight,3,28.0,185.42,193.04,26.0,195.58,208.28
300,Cezar Ferreira,Ian Heinisch,Blue,Middleweight,3,33.0,185.42,198.12,30.0,180.34,182.88
301,Guido Cannetti,Marlon Vera,Blue,Bantamweight,3,38.0,167.64,172.72,25.0,172.72,177.8
302,Cynthia Calvillo,Poliana Botelho,Red,Women's Strawweight,3,31.0,162.56,162.56,29.0,172.72,170.18
303,Michel Prazeres,Bartosz Fabinski,Red,Welterweight,3,37.0,167.64,170.18,32.0,182.88,190.5
304,Alexandre Pantoja,Ulka Sasaki,Red,Flyweight,3,28.0,165.1,170.18,29.0,177.8,180.34
305,Humberto Bandenay,Austin Arnett,Blue,Featherweight,3,24.0,180.34,182.88,27.0,182.88,182.88
306,Laureano Staropoli,Hector Aldana,Red,Welterweight,3,25.0,185.42,180.34,30.0,180.34,182.88
307,Devin Powell,Jesus Pinedo,Blue,Lightweight,3,30.0,182.88,185.42,22.0,177.8,182.88
308,Nad Narimani,Anderson Dos Santos,Red,Featherweight,3,31.0,172.72,177.8,33.0,165.1,177.8
309,Chan Sung Jung,Yair Rodriguez,Blue,Featherweight,5,31.0,170.18,182.88,26.0,180.34,180.34
310,Donald Cerrone,Mike Perry,Red,Welterweight,3,35.0,185.42,185.42,27.0,177.8,180.34
311,Raquel Pennington,Germaine de Randamie,Blue,Women's Bantamweight,3,30.0,170.18,170.18,34.0,175.26,180.34
312,Beneil Dariush,Thiago Moises,Red,Lightweight,3,29.0,177.8,182.88,23.0,175.26,177.8
313,Maycee Barber,Hannah Cifers,Red,Women's Strawweight,3,20.0,165.1,165.1,26.0,154.94,160.02
314,Michael Trizano,Luis Pena,Red,Lightweight,3,26.0,180.34,180.34,25.0,190.5,190.5
315,Ashley Yoder,Amanda Cooper,Red,Women's Strawweight,3,31.0,170.18,175.26,27.0,160.02,162.56
316,Chas Skelly,Bobby Moffett,Blue,Featherweight,3,33.0,180.34,182.88,28.0,177.8,187.96
317,Davi Ramos,John Gunther,Red,Lightweight,3,32.0,167.64,177.8,32.0,175.26,182.88
318,Devonte Smith,Julian Erosa,Red,Lightweight,3,25.0,175.26,193.04,29.0,185.42,187.96
319,Joseph Morales,Eric Shelton,Blue,Flyweight,3,24.0,167.64,175.26,27.0,167.64,172.72
320,Mark De La Rosa,Joby Sanchez,Red,Bantamweight,3,24.0,167.64,165.1,27.0,167.64,172.72
321,Daniel Cormier,Derrick Lewis,Red,Heavyweight,5,39.0,180.34,182.88,33.0,190.5,200.66
322,Chris Weidman,Jacare Souza,Blue,Middleweight,3,34.0,187.96,198.12,38.0,185.42,182.88
323,David Branch,Jared Cannonier,Blue,Middleweight,3,37.0,185.42,198.12,34.0,180.34,195.58
324,Karl Roberson,Jack Marshman,Red,Middleweight,3,28.0,185.42,187.96,28.0,182.88,185.42
325,Derek Brunson,Israel Adesanya,Blue,Middleweight,3,34.0,185.42,195.58,29.0,193.04,203.2
326,Jason Knight,Jordan Rinaldi,Blue,Featherweight,3,26.0,177.8,180.34,31.0,177.8,182.88
327,Sijara Eubanks,Roxanne Modafferi,Red,Women's Flyweight,3,33.0,162.56,170.18,36.0,170.18,175.26
328,Julio Arce,Sheymon Moraes,Blue,Featherweight,3,29.0,170.18,177.8,28.0,172.72,182.88
329,Lyman Good,Ben Saunders,Red,Welterweight,3,33.0,182.88,187.96,35.0,187.96,195.58
330,Shane Burgos,Kurt Holobaugh,Red,Featherweight,3,27.0,180.34,190.5,32.0,180.34,177.8
331,Adam Wieczorek,Marcos Rogerio de Lima,Blue,Heavyweight,3,26.0,195.58,205.74,33.0,185.42,190.5
332,Volkan Oezdemir,Anthony Smith,Blue,Light Heavyweight,5,29.0,187.96,190.5,30.0,193.04,193.04
333,Michael Johnson,Artem Lobov,Red,Featherweight,3,32.0,177.8,185.42,32.0,175.26,165.1
334,Misha Cirkunov,Patrick Cummins,Red,Light Heavyweight,3,31.0,190.5,195.58,37.0,187.96,193.04
335,Andre Soukhamthath,Jonathan Martinez,Red,Bantamweight,3,30.0,175.26,177.8,32.0,172.72,177.8
336,Gian Villante,Ed Herman,Red,Light Heavyweight,3,33.0,190.5,193.04,38.0,185.42,195.58
337,Alex Garcia,Court McGee,Blue,Welterweight,3,31.0,175.26,182.88,33.0,180.34,190.5
338,Nordine Taleb,Sean Strickland,Blue,Welterweight,3,37.0,185.42,187.96,27.0,185.42,193.04
339,Thibault Gouti,Nasrat Haqparast,Blue,Lightweight,3,31.0,177.8,182.88,23.0,177.8,182.88
340,Calvin Kattar,Chris Fishgold,Red,Featherweight,3,30.0,180.34,182.88,26.0,172.72,172.72
341,Sarah Moras,Talita Bernardo,Blue,Women's Bantamweight,3,30.0,170.18,170.18,31.0,162.56,172.72
342,Te Edwards,Don Madge,Blue,Lightweight,3,28.0,172.72,182.88,27.0,182.88,182.88
343,Arjan Bhullar,Marcelo Golm,Red,Heavyweight,3,32.0,185.42,190.5,26.0,190.5,190.5
344,Stevie Ray,Jessin Ayari,Red,Lightweight,3,28.0,177.8,177.8,26.0,182.88,185.42
345,Khabib Nurmagomedov,Conor McGregor,Red,Lightweight,5,30.0,177.8,177.8,30.0,175.26,187.96
346,Tony Ferguson,Anthony Pettis,Red,Lightweight,3,34.0,180.34,193.04,31.0,177.8,182.88
347,Ovince Saint Preux,Dominick Reyes,Blue,Light Heavyweight,3,35.0,190.5,203.2,28.0,193.04,195.58
348,Derrick Lewis,Alexander Volkov,Red,Heavyweight,3,33.0,190.5,200.66,29.0,200.66,203.2
349,Michelle Waterson,Felice Herrig,Red,Women's Strawweight,3,32.0,160.02,157.48,34.0,162.56,165.1
350,Sergio Pettis,Jussier Formiga,Blue,Flyweight,3,25.0,167.64,175.26,33.0,165.1,170.18
351,Vicente Luque,Jalin Turner,Red,Welterweight,3,26.0,180.34,190.5,23.0,190.5,195.58
352,Aspen Ladd,Tonya Evinger,Red,Women's Bantamweight,3,23.0,167.64,167.64,37.0,170.18,177.8
353,Scott Holtzman,Alan Patrick,Red,Lightweight,3,35.0,175.26,175.26,35.0,180.34,187.96
354,Lina Lansberg,Yana Kunitskaya,Blue,Women's Bantamweight,3,36.0,170.18,165.1,28.0,167.64,172.72
355,Gray Maynard,Nik Lentz,Blue,Lightweight,3,39.0,175.26,177.8,34.0,172.72,172.72
356,Ryan LaFlare,Anthony Rocco Martin,Blue,Welterweight,3,35.0,185.42,187.96,28.0,182.88,185.42
357,Thiago Santos,Eryk Anders,Red,Light Heavyweight,5,34.0,187.96,193.04,31.0,185.42,190.5
358,Alex Oliveira,Carlo Pedersoli,Red,Welterweight,3,30.0,180.34,193.04,25.0,180.34,190.5
359,Sam Alvey,Rogerio Nogueira,Blue,Light Heavyweight,3,32.0,187.96,190.5,42.0,187.96,190.5
360,Renan Barao,Andre Ewell,Blue,Bantamweight,3,31.0,167.64,177.8,30.0,172.72,190.5
361,Charles Oliveira,Christos Giagos,Red,Lightweight,3,28.0,177.8,187.96,28.0,177.8,180.34
362,Francisco Trinaldo,Evan Dunham,Red,Lightweight,3,40.0,175.26,177.8,36.0,177.8,177.8
363,Luis Henrique,Ryan Spann,Blue,Light Heavyweight,3,25.0,187.96,187.96,27.0,195.58,200.66
364,Augusto Sakai,Chase Sherman,Red,Heavyweight,3,27.0,190.5,195.58,28.0,193.04,198.12
365,Sergio Moraes,Ben Saunders,Red,Welterweight,3,36.0,182.88,182.88,35.0,187.96,195.58
366,Mayra Bueno Silva,Gillian Robertson,Red,Women's Flyweight,3,27.0,167.64,182.88,23.0,165.1,160.02
367,Thales Leites,Hector Lombard,Red,Middleweight,3,37.0,185.42,198.12,40.0,175.26,180.34
368,Elizeu Zaleski dos Santos,Luigi Vendramini,Red,Welterweight,3,31.0,180.34,185.42,22.0,172.72,182.88
369,Livinha Souza,Alex Chambers,Red,Women's Strawweight,3,27.0,165.1,160.02,39.0,160.02,160.02
370,Mark Hunt,Aleksei Oleinik,Blue,Heavyweight,5,44.0,177.8,182.88,41.0,187.96,203.2
371,Jan Blachowicz,Nikita Krylov,Red,Light Heavyweight,3,35.0,187.96,198.12,26.0,190.5,195.58
372,Andrei Arlovski,Shamil Abdurakhimov,Blue,Heavyweight,3,39.0,190.5,195.58,37.0,190.5,193.04
373,Aleksei Kunchenko,Thiago Alves,Red,Welterweight,3,34.0,172.72,177.8,34.0,175.26,177.8
374,Khalid Murtazaliev,CB Dollaway,Red,Middleweight,3,25.0,182.88,193.04,35.0,187.96,193.04
375,Petr Yan,Jin Soo Son,Red,Bantamweight,3,25.0,170.18,170.18,25.0,167.64,175.26
376,Rustam Khabilov,Kajan Johnson,Red,Lightweight,3,31.0,172.72,185.42,34.0,180.34,190.5
377,Mairbek Taisumov,Desmond Green,Red,Lightweight,3,30.0,175.26,185.42,28.0,177.8,185.42
378,Magomed Ankalaev,Marcin Prachnio,Red,Light Heavyweight,3,26.0,190.5,190.5,30.0,190.5,187.96
379,Adam Yandiev,Jordan Johnson,Blue,Middleweight,3,30.0,175.26,187.96,29.0,187.96,200.66
380,Ramazan Emeev,Stefan Sekulic,Red,Welterweight,3,31.0,177.8,193.04,26.0,182.88,190.5
381,Merab Dvalishvili,Terrion Ware,Red,Bantamweight,3,27.0,167.64,172.72,32.0,172.72,180.34
382,Tyron Woodley,Darren Till,Red,Welterweight,5,36.0,175.26,187.96,25.0,182.88,187.96
383,Jessica Andrade,Karolina Kowalkiewicz,Red,Women's Strawweight,3,26.0,154.94,157.48,32.0,160.02,162.56
384,Zabit Magomedsharipov,Brandon Davis,Red,Featherweight,3,27.0,185.42,185.42,28.0,177.8,182.88
385,Jimmie Rivera,John Dodson,Red,Bantamweight,3,29.0,162.56,172.72,33.0,160.02,167.64
386,Abdul Razak Alhassan,Niko Price,Red,Welterweight,3,33.0,177.8,185.42,28.0,182.88,193.04
387,Carla Esparza,Tatiana Suarez,Blue,Women's Strawweight,3,30.0,154.94,160.02,27.0,165.1,167.64
388,Aljamain Sterling,Cody Stamann,Red,Bantamweight,3,29.0,170.18,180.34,28.0,167.64,162.56
389,Geoff Neal,Frank Camacho,Red,Welterweight,3,28.0,180.34,190.5,29.0,177.8,185.42
390,Charles Byrd,Darren Stewart,Blue,Middleweight,3,34.0,177.8,185.42,27.0,182.88,187.96
391,Diego Sanchez,Craig White,Red,Welterweight,3,36.0,177.8,182.88,28.0,187.96,193.04
392,Jim Miller,Alex White,Red,Lightweight,3,35.0,172.72,180.34,29.0,182.88,180.34
393,Irene Aldana,Lucie Pudilova,Red,Women's Bantamweight,3,30.0,175.26,172.72,24.0,172.72,170.18
394,Roberto Sanchez,Jarred Brooks,Blue,Flyweight,3,32.0,167.64,167.64,25.0,160.02,157.48
395,Justin Gaethje,James Vick,Red,Lightweight,5,29.0,180.34,177.8,31.0,190.5,193.04
396,Michael Johnson,Andre Fili,Red,Featherweight,3,32.0,177.8,185.42,28.0,180.34,187.96
397,Cortney Casey,Angela Hill,Red,Women's Strawweight,3,31.0,170.18,170.18,33.0,160.02,162.56
398,Jake Ellenberger,Bryan Barberena,Blue,Welterweight,3,33.0,175.26,180.34,29.0,182.88,182.88
399,John Moraga,Deiveson Figueiredo,Blue,Flyweight,3,34.0,167.64,167.64,30.0,165.1,172.72
400,Eryk Anders,Tim Williams,Red,Middleweight,3,31.0,185.42,190.5,32.0,187.96,193.04
401,James Krause,Warlley Alves,Red,Welterweight,3,32.0,187.96,185.42,27.0,180.34,182.88
402,Cory Sandhagen,Iuri Alcantara,Red,Bantamweight,3,26.0,180.34,177.8,38.0,175.26,180.34
403,Andrew Sanchez,Markus Perez,Red,Middleweight,3,30.0,185.42,187.96,30.0,185.42,185.42
404,Mickey Gall,George Sullivan,Red,Welterweight,3,26.0,187.96,187.96,37.0,182.88,185.42
405,Joanne Calderwood,Kalindra Faria,Red,Women's Flyweight,3,32.0,167.64,165.1,32.0,170.18,182.88
406,Drew Dober,Jon Tuck,Red,Lightweight,3,29.0,172.72,177.8,33.0,180.34,185.42
407,Rani Yahya,Luke Sanders,Red,Bantamweight,3,33.0,167.64,170.18,32.0,167.64,170.18
408,TJ Dillashaw,Cody Garbrandt,Red,Bantamweight,5,32.0,167.64,170.18,27.0,172.72,165.1
409,Demetrious Johnson,Henry Cejudo,Blue,Flyweight,5,31.0,160.02,167.64,31.0,162.56,162.56
410,Cub Swanson,Renato Moicano,Blue,Featherweight,3,34.0,172.72,177.8,29.0,180.34,182.88
411,Polyana Viana,JJ Aldrich,Blue,Women's Strawweight,3,26.0,165.1,170.18,25.0,165.1,170.18
412,Thiago Santos,Kevin Holland,Red,Middleweight,3,34.0,187.96,193.04,25.0,190.5,205.74
413,Pedro Munhoz,Brett Johns,Red,Bantamweight,3,31.0,167.64,165.1,26.0,170.18,180.34
414,Ricky Simon,Montel Jackson,Red,Bantamweight,3,25.0,167.64,175.26,26.0,177.8,190.5
415,Ricardo Ramos,Kyung Ho Kang,Red,Bantamweight,3,23.0,175.26,182.88,30.0,175.26,185.42
416,Matt Sayles,Sheymon Moraes,Blue,Featherweight,3,24.0,170.18,172.72,27.0,172.72,182.88
417,Alex Perez,Jose Torres,Red,Flyweight,3,26.0,167.64,165.1,26.0,162.56,165.1
418,Danielle Taylor,Weili Zhang,Blue,Women's Strawweight,3,28.0,152.4,152.4,28.0,162.56,182.88
419,Marlon Vera,Wuliji Buren,Red,Bantamweight,3,25.0,172.72,177.8,29.0,175.26,175.26
420,Eddie Alvarez,Dustin Poirier,Blue,Lightweight,5,34.0,175.26,175.26,29.0,175.26,182.88
421,Jose Aldo,Jeremy Stephens,Red,Featherweight,3,31.0,170.18,177.8,32.0,172.72,180.34
422,Joanna Jedrzejczyk,Tecia Torres,Red,Women's Strawweight,3,30.0,167.64,165.1,28.0,154.94,152.4
423,Alexander Hernandez,Olivier Aubin-Mercier,Red,Lightweight,3,25.0,175.26,182.88,29.0,175.26,177.8
424,Jordan Mein,Alex Morono,Red,Welterweight,3,28.0,182.88,185.42,27.0,180.34,182.88
425,Hakeem Dawodu,Austin Arnett,Red,Featherweight,3,27.0,172.72,185.42,26.0,182.88,182.88
426,Kajan Johnson,Islam Makhachev,Blue,Lightweight,3,34.0,180.34,190.5,26.0,177.8,177.8
427,Gadzhimurad Antigulov,Ion Cutelaba,Blue,Light Heavyweight,3,31.0,180.34,177.8,24.0,185.42,190.5
428,John Makdessi,Ross Pearson,Red,Lightweight,3,33.0,172.72,172.72,33.0,172.72,175.26
429,Alexis Davis,Katlyn Chookagian,Blue,Women's Flyweight,3,33.0,167.64,172.72,29.0,175.26,172.72
430,Dustin Ortiz,Matheus Nicolau,Red,Flyweight,3,29.0,165.1,165.1,25.0,167.64,167.64
431,Randa Markos,Nina Ansaroff,Blue,Women's Strawweight,3,32.0,162.56,160.02,32.0,165.1,162.56
432,Devin Powell,Alvaro Herrera,Red,Lightweight,3,30.0,182.88,185.42,28.0,182.88,187.96
433,Mauricio Rua,Anthony Smith,Blue,Light Heavyweight,5,36.0,185.42,193.04,29.0,193.04,193.04
434,Glover Teixeira,Corey Anderson,Blue,Light Heavyweight,3,38.0,187.96,193.04,28.0,190.5,200.66
435,Vitor Miranda,Abu Azaitar,Blue,Middleweight,3,39.0,185.42,195.58,32.0,175.26,193.04
436,Marcin Tybura,Stefan Struve,Red,Heavyweight,3,32.0,190.5,198.12,30.0,210.82,213.36
437,Danny Roberts,David Zawada,Red,Welterweight,3,31.0,185.42,187.96,27.0,182.88,190.5
438,Nasrat Haqparast,Marc Diakiese,Red,Lightweight,3,22.0,177.8,182.88,25.0,177.8,185.42
439,Nick Hein,Damir Hadzovic,Blue,Lightweight,3,34.0,167.64,167.64,31.0,175.26,177.8
440,Emil Meek,Bartosz Fabinski,Blue,Welterweight,3,29.0,180.34,187.96,32.0,182.88,190.5
441,Khalid Taha,Nad Narimani,Blue,Featherweight,3,26.0,165.1,175.26,31.0,172.72,177.8
442,Justin Ledet,Aleksandar Rakic,Blue,Light Heavyweight,3,29.0,193.04,203.2,26.0,193.04,198.12
443,Davey Grant,Manny Bermudez,Blue,Bantamweight,3,32.0,172.72,175.26,24.0,177.8,180.34
444,Jeremy Kimball,Darko Stosic,Blue,Light Heavyweight,3,27.0,182.88,182.88,26.0,182.88,193.04
445,Damian Stasiak,Liu Pingyuan,Blue,Bantamweight,3,28.0,165.1,177.8,25.0,167.64,182.88
446,Junior Dos Santos,Blagoy Ivanov,Red,Heavyweight,5,34.0,193.04,195.58,31.0,180.34,185.42
447,Sage Northcutt,Zak Ottow,Red,Welterweight,3,22.0,182.88,180.34,31.0,180.34,182.88
448,Dennis Bermudez,Rick Glenn,Blue,Featherweight,3,31.0,167.64,167.64,29.0,182.88,177.8
449,Randy Brown,Niko Price,Blue,Welterweight,3,28.0,190.5,198.12,28.0,182.88,193.04
450,Myles Jury,Chad Mendes,Blue,Featherweight,3,29.0,177.8,185.42,33.0,167.64,167.64
451,Cat Zingano,Marion Reneau,Red,Women's Bantamweight,3,36.0,167.64,172.72,41.0,167.64,172.72
452,Eddie Wineland,Alejandro Perez,Blue,Bantamweight,3,34.0,170.18,175.26,28.0,167.64,170.18
453,Darren Elkins,Alexander Volkanovski,Blue,Featherweight,3,34.0,177.8,180.34,29.0,167.64,180.34
454,Justin Scoggins,Said Nurmagomedov,Blue,Flyweight,3,26.0,170.18,167.64,26.0,172.72,177.8
455,Kurt Holobaugh,Raoni Barcelos,Blue,Featherweight,3,31.0,180.34,177.8,31.0,170.18,170.18
456,Liz Carmouche,Jennifer Maia,Red,Women's Flyweight,3,34.0,167.64,167.64,29.0,162.56,162.56
457,Mark De La Rosa,Elias Garcia,Red,Flyweight,3,23.0,167.64,165.1,25.0,165.1,170.18
458,Jessica Aguilar,Jodie Esquibel,Red,Women's Strawweight,3,36.0,160.02,160.02,32.0,154.94,162.56
459,Stipe Miocic,Daniel Cormier,Blue,Heavyweight,5,35.0,193.04,203.2,39.0,180.34,182.88
460,Francis Ngannou,Derrick Lewis,Blue,Heavyweight,3,31.0,193.04,210.82,33.0,190.5,200.66
461,Paul Felder,Mike Perry,Blue,Welterweight,3,34.0,180.34,177.8,26.0,177.8,180.34
462,Michael Chiesa,Anthony Pettis,Blue,Lightweight,3,30.0,185.42,190.5,31.0,177.8,182.88
463,Gokhan Saki,Khalil Rountree Jr.,Blue,Light Heavyweight,3,34.0,182.88,185.42,28.0,185.42,193.04
464,Uriah Hall,Paulo Costa,Blue,Middleweight,3,33.0,182.88,200.66,27.0,185.42,182.88
465,Raphael Assuncao,Rob Font,Red,Bantamweight,3,35.0,165.1,167.64,31.0,172.72,180.34
466,Lando Vannata,Drakkar Klose,Blue,Lightweight,3,26.0,175.26,180.34,30.0,175.26,177.8
467,Curtis Millender,Max Griffin,Red,Welterweight,3,30.0,187.96,193.04,32.0,180.34,193.04
468,Dan Hooker,Gilbert Burns,Red,Lightweight,3,28.0,182.88,190.5,31.0,177.8,180.34
469,Jamie Moyle,Emily Whitmire,Blue,Women's Strawweight,3,29.0,154.94,165.1,27.0,165.1,160.02
470,Brad Tavares,Israel Adesanya,Blue,Middleweight,5,30.0,185.42,187.96,28.0,193.04,203.2
471,Michael Trizano,Joe Giannetti,Red,Lightweight,4,26.0,180.34,180.34,23.0,182.88,187.96
472,Jay Cucciniello,Brad Katona,Blue,Featherweight,4,31.0,170.18,182.88,26.0,167.64,162.56
473,Alex Caceres,Martin Bravo,Red,Featherweight,3,30.0,177.8,185.42,24.0,172.72,180.34
474,Roxanne Modafferi,Barb Honchak,Red,Women's Flyweight,3,35.0,170.18,175.26,38.0,162.56,165.1
475,Alessio Di Chirico,Julian Marquez,Red,Middleweight,3,28.0,182.88,187.96,28.0,187.96,190.5
476,Montana De La Rosa,Rachael Ostovich,Red,Women's Flyweight,3,23.0,170.18,172.72,27.0,160.02,157.48
477,Luis Pena,Richie Smullen,Red,Lightweight,3,25.0,190.5,190.5,26.0,175.26,172.72
478,John Gunther,Allan Zuniga,Red,Lightweight,3,32.0,175.26,182.88,26.0,170.18,177.8
479,Tyler Diamond,Bryce Mitchell,Blue,Featherweight,3,27.0,170.18,175.26,23.0,177.8,182.88
480,Matt Bessette,Steven Peterson,Blue,Featherweight,3,33.0,177.8,177.8,28.0,177.8,177.8
481,Gerald Meerschaert,Oskar Piechota,Red,Middleweight,3,30.0,185.42,195.58,28.0,182.88,193.04
482,Donald Cerrone,Leon Edwards,Blue,Welterweight,5,35.0,185.42,185.42,26.0,182.88,187.96
483,Ovince Saint Preux,Tyson Pedro,Red,Light Heavyweight,3,35.0,190.5,203.2,26.0,190.5,200.66
484,Jessica-Rose Clark,Jessica Eye,Blue,Women's Flyweight,3,30.0,165.1,162.56,31.0,167.64,167.64
485,Li Jingliang,Daichi Abe,Red,Welterweight,3,30.0,182.88,180.34,26.0,180.34,180.34
486,Teruto Ishihara,Petr Yan,Blue,Bantamweight,3,26.0,170.18,175.26,25.0,170.18,170.18
487,Felipe Arantes,Song Yadong,Blue,Bantamweight,3,30.0,172.72,185.42,20.0,172.72,170.18
488,Rolando Dy,Shane Young,Blue,Featherweight,3,27.0,172.72,175.26,24.0,172.72,182.88
489,Song Kenan,Hector Aldana,Red,Welterweight,3,28.0,182.88,180.34,29.0,180.34,182.88
490,Shinsho Anzai,Jake Matthews,Blue,Welterweight,3,32.0,170.18,177.8,23.0,180.34,185.42
491,Viviane Pereira,Yan Xiaonan,Blue,Women's Strawweight,3,24.0,154.94,160.02,29.0,165.1,160.02
492,Matt Schnell,Naoki Inoue,Red,Flyweight,3,28.0,172.72,177.8,21.0,175.26,180.34
493,Jenel Lausa,Ulka Sasaki,Blue,Flyweight,3,29.0,165.1,172.72,28.0,177.8,180.34
