,R_fighter,B_fighter,winner,weight_class,no_of_rounds,R_age,R_Height_cms,R_Reach_cms,B_age,B_Height_cms,B_Reach_cms
2967,Mike Pyle,James Head,Red,Welterweight,3,37.0,182.88,187.96,28.0,185.42,185.42
2968,Johnny Bedford,Marcos Vinicius,Red,Bantamweight,3,29.0,177.8,180.34,33.0,175.26,177.8
2970,TJ Waldburger,Nick Catone,Red,Welterweight,3,24.0,180.34,190.5,31.0,182.88,182.88
2972,Mike Rio,John Cofer,Red,Lightweight,3,31.0,177.8,180.34,28.0,175.26,185.42
2975,Robert Whittaker,Bradley Scott,Red,Welterweight,3,21.0,182.88,185.42,23.0,185.42,193.04
2977,Hector Lombard,Rousimar Palhares,Red,Middleweight,3,34.0,175.26,180.34,32.0,172.72,180.34
2978,Chad Mendes,Yaotzin Meza,Red,Featherweight,3,27.0,167.64,167.64,31.0,175.26,187.96
2979,Mike Pierce,Seth Baczynski,Red,Welterweight,3,32.0,172.72,177.8,31.0,190.5,187.96
2980,Benny Alloway,Manuel Rodriguez,Red,Welterweight,3,31.0,180.34,190.5,27.0,175.26,172.72
2983,Benson Henderson,Nate Diaz,Red,Lightweight,5,29.0,175.26,177.8,27.0,182.88,193.04
2987,Yves Edwards,Jeremy Stephens,Red,Lightweight,3,36.0,175.26,185.42,26.0,172.72,180.34
2988,Raphael Assuncao,Mike Easton,Red,Bantamweight,3,30.0,165.1,167.64,28.0,167.64,177.8
2989,Ramsey Nijem,Joe Proctor,Red,Lightweight,3,24.0,180.34,190.5,27.0,177.8,182.88
2990,Daron Cruickshank,Henry Martinez,Red,Lightweight,3,27.0,172.72,182.88,29.0,170.18,172.72
2992,Dennis Siver,Nam Phan,Red,Featherweight,3,33.0,167.64,177.8,29.0,167.64,177.8
2993,Scott Jorgensen,John Albert,Red,Bantamweight,3,30.0,165.1,167.64,26.0,172.72,172.72
2994,Georges St-Pierre,Carlos Condit,Red,Welterweight,5,31.0,180.34,193.04,28.0,187.96,190.5
2995,Johny Hendricks,Martin Kampmann,Red,Welterweight,3,29.0,175.26,175.26,30.0,182.88,182.88
2996,Francis Carmont,Tom Lawlor,Red,Middleweight,3,31.0,190.5,198.12,29.0,182.88,187.96
2999,Patrick Cote,Alessio Sakara,Red,Middleweight,3,32.0,180.34,180.34,31.0,182.88,182.88
3000,Cyrille Diabate,Chad Griggs,Red,Light Heavyweight,3,39.0,198.12,205.74,34.0,185.42,185.42
3002,Antonio Carvalho,Rodrigo Damm,Red,Featherweight,3,33.0,175.26,172.72,32.0,170.18,180.34
3003,Matthew Riddle,John Maguire,Red,Welterweight,3,26.0,185.42,187.96,29.0,175.26,175.26
3004,Ivan Menjivar,Azamat Gashimov,Red,Bantamweight,3,30.0,167.64,162.56,22.0,167.64,167.64
3007,Dong Hyun Kim,Paulo Thiago,Red,Welterweight,3,30.0,187.96,193.04,31.0,180.34,185.42
3008,Takanori Gomi,Mac Danzig,Red,Lightweight,3,34.0,170.18,177.8,32.0,172.72,177.8
3010,Takeya Mizugaki,Jeff Hougland,Red,Bantamweight,3,28.0,170.18,172.72,34.0,170.18,172.72
3011,Alex Caceres,Motonobu Tezuka,Red,Bantamweight,3,24.0,177.8,185.42,25.0,170.18,167.64
3013,Riki Fukuda,Tom DeBlass,Red,Middleweight,3,31.0,182.88,185.42,30.0,182.88,190.5
3014,Anderson Silva,Stephan Bonnar,Red,Light Heavyweight,3,37.0,187.96,195.58,35.0,193.04,198.12
3015,Minotauro Nogueira,Dave Herman,Red,Heavyweight,3,36.0,190.5,195.58,28.0,193.04,193.04
3016,Glover Teixeira,Fabio Maldonado,Red,Light Heavyweight,3,32.0,187.96,193.04,32.0,185.42,190.5
3017,Jon Fitch,Erick Silva,Red,Welterweight,3,34.0,182.88,193.04,28.0,182.88,187.96
3018,Phil Davis,Wagner Prado,Red,Light Heavyweight,3,28.0,187.96,200.66,25.0,182.88,187.96
3019,Demian Maia,Rick Story,Red,Welterweight,3,34.0,185.42,182.88,28.0,175.26,180.34
3020,Rony Jason,Sam Sicilia,Red,Featherweight,3,28.0,170.18,177.8,26.0,172.72,170.18
3021,Gleison Tibau,Francisco Trinaldo,Red,Lightweight,3,29.0,177.8,180.34,34.0,175.26,177.8
3022,Diego Brandao,Joey Gambino,Red,Featherweight,3,25.0,170.18,172.72,23.0,170.18,182.88
3023,Sergio Moraes,Renee Forte,Red,Welterweight,3,30.0,182.88,182.88,25.0,170.18,180.34
3025,Cristiano Marcello,Reza Madadi,Red,Lightweight,3,34.0,175.26,182.88,34.0,180.34,182.88
3027,Jake Ellenberger,Jay Hieron,Red,Welterweight,3,27.0,175.26,180.34,36.0,182.88,190.5
3028,John Dodson,Jussier Formiga,Red,Flyweight,3,28.0,160.02,167.64,27.0,165.1,170.18
3030,Michael Johnson,Danny Castillo,Red,Lightweight,3,26.0,177.8,185.42,33.0,175.26,180.34
3032,Marcus LeVesseur,Carlo Prater,Red,Lightweight,3,30.0,175.26,177.8,31.0,180.34,182.88
3033,Jacob Volkmann,Shane Roller,Red,Lightweight,3,32.0,175.26,180.34,33.0,177.8,182.88
3035,Darren Uyenoyama,Phil Harris,Red,Flyweight,3,32.0,167.64,162.56,29.0,162.56,162.56
3036,Stefan Struve,Stipe Miocic,Red,Heavyweight,5,24.0,210.82,213.36,30.0,193.04,203.2
3037,Dan Hardy,Amir Sadollah,Red,Welterweight,3,30.0,182.88,187.96,32.0,177.8,187.96
3038,Brad Pickett,Yves Jabouin,Red,Bantamweight,3,34.0,167.64,172.72,33.0,170.18,172.72
3040,John Hathaway,John Maguire,Red,Welterweight,3,25.0,185.42,190.5,29.0,175.26,175.26
3041,Che Mills,Duane Ludwig,Red,Welterweight,3,30.0,185.42,193.04,34.0,177.8,177.8
3047,Jon Jones,Vitor Belfort,Red,Light Heavyweight,5,25.0,193.04,213.36,35.0,182.88,187.96
3049,Michael Bisping,Brian Stann,Red,Middleweight,3,33.0,185.42,190.5,31.0,185.42,187.96
3050,Matt Hamill,Roger Hollett,Red,Light Heavyweight,3,35.0,185.42,193.04,33.0,180.34,177.8
3051,Cub Swanson,Charles Oliveira,Red,Featherweight,3,28.0,172.72,177.8,22.0,177.8,187.96
3053,TJ Grant,Evan Dunham,Red,Lightweight,3,28.0,177.8,182.88,30.0,177.8,177.8
3054,Sean Pierson,Lance Benoist,Red,Welterweight,3,36.0,182.88,193.04,24.0,180.34,185.42
3056,Seth Baczynski,Simeon Thoresen,Red,Welterweight,3,30.0,190.5,187.96,28.0,185.42,200.66
3057,Mitch Gagnon,Walel Watson,Red,Bantamweight,3,27.0,165.1,165.1,28.0,180.34,175.26
3058,Kyle Noke,Charlie Brenneman,Red,Welterweight,3,32.0,185.42,193.04,31.0,177.8,182.88
3059,Benson Henderson,Frankie Edgar,Red,Lightweight,5,28.0,175.26,177.8,30.0,167.64,172.72
3060,Donald Cerrone,Melvin Guillard,Red,Lightweight,3,29.0,185.42,185.42,29.0,175.26,172.72
3061,Yushin Okami,Buddy Roberts,Red,Middleweight,3,31.0,187.96,190.5,29.0,187.96,182.88
3063,Dennis Bermudez,Tommy Hayden,Red,Featherweight,3,25.0,167.64,167.64,26.0,175.26,182.88
3067,Nik Lentz,Eiji Mitsuoka,Red,Featherweight,3,27.0,172.72,172.72,36.0,170.18,182.88
3068,Mauricio Rua,Brandon Vera,Red,Light Heavyweight,5,30.0,185.42,193.04,34.0,190.5,193.04
3069,Lyoto Machida,Ryan Bader,Red,Light Heavyweight,3,34.0,185.42,187.96,29.0,187.96,187.96
3070,Joe Lauzon,Jamie Varner,Red,Lightweight,3,28.0,177.8,180.34,27.0,172.72,182.88
3071,Mike Swick,DaMarques Johnson,Red,Welterweight,3,33.0,185.42,195.58,30.0,185.42,190.5
3074,Philip De Fries,Oli Thompson,Red,Heavyweight,3,26.0,195.58,208.28,32.0,185.42,190.5
3075,Manvel Gamburyan,Michihiro Omigawa,Red,Featherweight,3,31.0,165.1,170.18,36.0,167.64,172.72
3076,John Moraga,Ulysses Gomez,Red,Flyweight,3,28.0,167.64,167.64,29.0,167.64,167.64
3079,Cheick Kongo,Shawn Jordan,Red,Heavyweight,3,37.0,193.04,208.28,27.0,182.88,190.5
3083,Bryan Caraway,Mitch Gagnon,Red,Bantamweight,3,27.0,172.72,172.72,27.0,165.1,165.1
3084,Antonio Carvalho,Daniel Pineda,Red,Featherweight,3,33.0,175.26,172.72,26.0,170.18,175.26
3087,James Te Huna,Joey Beltran,Red,Light Heavyweight,3,30.0,187.96,190.5,30.0,185.42,190.5
3088,Aaron Simpson,Kenny Robertson,Red,Welterweight,3,37.0,182.88,185.42,28.0,177.8,187.96
3090,TJ Dillashaw,Vaughan Lee,Red,Bantamweight,3,26.0,167.64,170.18,29.0,167.64,167.64
3091,Rafael Dos Anjos,Anthony Njokuani,Red,Lightweight,3,27.0,172.72,177.8,32.0,185.42,190.5
3093,Chris Cariaso,Josh Ferguson,Red,Flyweight,3,31.0,160.02,160.02,24.0,165.1,167.64
3095,Marcelo Guimaraes,Dan Stittgen,Red,Welterweight,3,29.0,182.88,185.42,31.0,185.42,182.88
3096,Raphael Assuncao,Issei Tamura,Red,Bantamweight,3,29.0,165.1,167.64,28.0,165.1,160.02
3097,Anderson Silva,Chael Sonnen,Red,Middleweight,5,37.0,187.96,195.58,35.0,185.42,187.96
3098,Forrest Griffin,Tito Ortiz,Red,Light Heavyweight,3,33.0,190.5,195.58,37.0,190.5,187.96
3099,Cung Le,Patrick Cote,Red,Middleweight,3,40.0,175.26,175.26,32.0,180.34,180.34
3101,Chad Mendes,Cody McKenzie,Red,Featherweight,3,27.0,167.64,167.64,24.0,182.88,182.88
3103,Melvin Guillard,Fabricio Camoes,Red,Lightweight,3,29.0,175.26,172.72,33.0,177.8,185.42
3105,Costas Philippou,Riki Fukuda,Red,Middleweight,3,32.0,180.34,185.42,31.0,182.88,185.42
3107,Rafaello Oliveira,Yoislandy Izquierdo,Red,Lightweight,3,30.0,172.72,180.34,28.0,180.34,182.88
3109,Cezar Ferreira,Sergio Moraes,Red,Middleweight,4,27.0,185.42,198.12,29.0,182.88,182.88
3111,Fabricio Werdum,Mike Russow,Red,Heavyweight,3,34.0,193.04,195.58,35.0,185.42,185.42
3116,Thiago Perpetuo,Leonardo Mafra,Red,Middleweight,3,24.0,177.8,180.34,23.0,177.8,177.8
3117,Marcos Vinicius,Wagner Campos,Red,Featherweight,3,32.0,175.26,177.8,30.0,167.64,182.88
3118,Gray Maynard,Clay Guida,Red,Lightweight,5,33.0,175.26,177.8,30.0,170.18,177.8
3119,Sam Stout,Spencer Fisher,Red,Lightweight,3,28.0,175.26,177.8,36.0,170.18,177.8
3120,Brian Ebersole,TJ Waldburger,Red,Welterweight,3,31.0,182.88,185.42,24.0,180.34,190.5
3123,Ramsey Nijem,CJ Keith,Red,Lightweight,3,24.0,180.34,190.5,25.0,182.88,182.88
3124,Rick Story,Brock Jardine,Red,Welterweight,3,27.0,175.26,180.34,26.0,180.34,185.42
3125,Steven Siler,Joey Gambino,Red,Featherweight,3,25.0,180.34,177.8,23.0,170.18,182.88
3127,Matt Brown,Luis Ramos,Red,Welterweight,3,31.0,182.88,190.5,31.0,172.72,182.88
3128,Dan Miller,Ricardo Funch,Red,Welterweight,3,30.0,185.42,187.96,31.0,177.8,193.04
3129,Ken Stone,Dustin Pague,Red,Bantamweight,3,29.0,172.72,180.34,24.0,175.26,187.96
3130,Demetrious Johnson,Ian McCall,Red,Flyweight,3,25.0,160.02,167.64,28.0,165.1,162.56
3131,Erick Silva,Charlie Brenneman,Red,Welterweight,3,27.0,182.88,187.96,31.0,177.8,182.88
3132,Mike Pyle,Josh Neer,Red,Welterweight,3,36.0,182.88,187.96,29.0,180.34,182.88
3133,Eddie Wineland,Scott Jorgensen,Red,Bantamweight,3,27.0,170.18,175.26,29.0,165.1,167.64
3134,Mike Pierce,Carlos Eduardo Rocha,Red,Welterweight,3,31.0,172.72,177.8,30.0,177.8,177.8
3135,Seth Baczynski,Lance Benoist,Red,Welterweight,3,30.0,190.5,187.96,23.0,180.34,185.42
3137,Dustin Pague,Jared Papazian,Red,Bantamweight,3,24.0,175.26,187.96,24.0,172.72,170.18
3138,Tim Means,Justin Salas,Red,Lightweight,3,28.0,187.96,190.5,30.0,172.72,177.8
3139,Buddy Roberts,Caio Magalhaes,Red,Middleweight,3,29.0,187.96,182.88,24.0,185.42,185.42
3140,Henry Martinez,Bernardo Magalhaes,Red,Lightweight,3,28.0,170.18,172.72,31.0,175.26,165.1
3143,Michael Chiesa,Al Iaquinta,Red,Lightweight,3,24.0,185.42,190.5,25.0,177.8,177.8
3145,Max Holloway,Pat Schilling,Red,Featherweight,3,20.0,180.34,175.26,23.0,172.72,175.26
3146,Justin Lawrence,John Cofer,Red,Lightweight,3,22.0,172.72,170.18,28.0,175.26,185.42
3147,Daron Cruickshank,Chris Tickle,Red,Lightweight,3,26.0,172.72,182.88,30.0,175.26,182.88
3148,Myles Jury,Chris Saunders,Red,Lightweight,3,23.0,177.8,185.42,26.0,172.72,182.88
3150,Joe Proctor,Jeremy Larsen,Red,Lightweight,3,26.0,177.8,182.88,28.0,177.8,177.8
3152,Junior Dos Santos,Frank Mir,Red,Heavyweight,5,28.0,193.04,195.58,33.0,190.5,200.66
3153,Cain Velasquez,Antonio Silva,Red,Heavyweight,3,29.0,185.42,195.58,32.0,193.04,203.2
3154,Roy Nelson,Dave Herman,Red,Heavyweight,3,35.0,182.88,182.88,27.0,193.04,193.04
3155,Stipe Miocic,Shane del Rosario,Red,Heavyweight,3,29.0,193.04,203.2,28.0,193.04,200.66
3156,Stefan Struve,Lavar Johnson,Red,Heavyweight,3,24.0,210.82,213.36,34.0,193.04,208.28
3160,Dan Hardy,Duane Ludwig,Red,Welterweight,3,30.0,182.88,187.96,33.0,177.8,177.8
3163,Mike Brown,Daniel Pineda,Red,Featherweight,3,36.0,167.64,177.8,26.0,170.18,175.26
3164,Chan Sung Jung,Dustin Poirier,Red,Featherweight,5,25.0,170.18,182.88,23.0,175.26,182.88
3165,Amir Sadollah,Jorge Lopez,Red,Welterweight,3,31.0,177.8,187.96,23.0,177.8,182.88
3166,Donald Cerrone,Jeremy Stephens,Red,Lightweight,3,29.0,185.42,185.42,25.0,172.72,180.34
3167,Yves Jabouin,Jeff Hougland,Red,Bantamweight,3,32.0,170.18,172.72,33.0,170.18,172.72
3168,Igor Pokrajac,Fabio Maldonado,Red,Light Heavyweight,3,33.0,182.88,193.04,32.0,185.42,190.5
3170,Brad Tavares,Dongi Yang,Red,Middleweight,3,24.0,185.42,187.96,27.0,177.8,180.34
3171,Cody McKenzie,Marcus LeVesseur,Red,Lightweight,3,24.0,182.88,182.88,29.0,175.26,177.8
3172,TJ Grant,Carlo Prater,Red,Lightweight,3,28.0,177.8,182.88,30.0,180.34,182.88
3173,Rafael Dos Anjos,Kamal Shalorus,Red,Lightweight,3,27.0,172.72,177.8,39.0,172.72,172.72
3176,Nate Diaz,Jim Miller,Red,Lightweight,5,27.0,182.88,193.04,28.0,172.72,180.34
3181,John Dodson,Tim Elliott,Red,Flyweight,3,27.0,160.02,167.64,25.0,170.18,167.64
3182,John Hathaway,Pascal Krauss,Red,Welterweight,3,24.0,185.42,190.5,25.0,185.42,182.88
3183,Louis Gaudinot,John Lineker,Red,Flyweight,3,27.0,160.02,160.02,21.0,160.02,170.18
3184,Danny Castillo,John Cholish,Red,Lightweight,3,32.0,175.26,180.34,28.0,180.34,182.88
3185,Dennis Bermudez,Pablo Garza,Red,Featherweight,3,25.0,167.64,167.64,28.0,185.42,185.42
3186,Roland Delorme,Nick Denis,Red,Bantamweight,3,28.0,175.26,180.34,28.0,170.18,182.88
3188,Jon Jones,Rashad Evans,Red,Light Heavyweight,5,24.0,193.04,213.36,32.0,182.88,190.5
3189,Rory MacDonald,Che Mills,Red,Welterweight,3,22.0,182.88,193.04,29.0,185.42,193.04
3193,Mark Bocek,John Alessio,Red,Lightweight,3,30.0,172.72,190.5,32.0,177.8,182.88
3194,Travis Browne,Chad Griggs,Red,Heavyweight,3,29.0,198.12,200.66,33.0,185.42,185.42
3195,Matt Brown,Stephen Thompson,Red,Welterweight,3,31.0,182.88,190.5,29.0,182.88,190.5
3197,Mac Danzig,Efrain Escudero,Red,Lightweight,3,32.0,172.72,177.8,26.0,175.26,177.8
3199,Marcus Brimage,Maximo Blanco,Red,Featherweight,3,27.0,162.56,180.34,28.0,172.72,180.34
3200,Alexander Gustafsson,Thiago Silva,Red,Light Heavyweight,3,25.0,195.58,200.66,29.0,187.96,187.96
3201,Brian Stann,Alessio Sakara,Red,Middleweight,3,31.0,185.42,187.96,30.0,182.88,182.88
3203,Dennis Siver,Diego Nunes,Red,Featherweight,3,33.0,167.64,177.8,29.0,167.64,170.18
3205,Brad Pickett,Damacio Page,Red,Bantamweight,3,33.0,167.64,172.72,29.0,167.64,167.64
3207,Cyrille Diabate,Tom DeBlass,Red,Light Heavyweight,3,38.0,198.12,205.74,29.0,182.88,190.5
3208,Francis Carmont,Magnus Cedenblad,Red,Middleweight,3,30.0,190.5,198.12,30.0,195.58,200.66
3209,Reza Madadi,Yoislandy Izquierdo,Red,Lightweight,3,33.0,180.34,182.88,28.0,180.34,182.88
3210,Simeon Thoresen,Besam Yousef,Red,Welterweight,3,28.0,185.42,200.66,27.0,180.34,180.34
3211,Jason Young,Eric Wisely,Red,Featherweight,3,25.0,175.26,185.42,27.0,172.72,182.88
3213,Joseph Benavidez,Yasuhiro Urushitani,Red,Flyweight,4,27.0,162.56,165.1,35.0,165.1,182.88
3215,James Te Huna,Aaron Rosa,Red,Light Heavyweight,3,30.0,187.96,190.5,28.0,193.04,198.12
3216,Anthony Perosh,Nick Penner,Red,Light Heavyweight,3,39.0,190.5,190.5,31.0,193.04,195.58
3219,TJ Waldburger,Jake Hecht,Red,Welterweight,3,23.0,180.34,190.5,28.0,182.88,193.04
3224,Mark Hunt,Cheick Kongo,Red,Heavyweight,3,37.0,177.8,182.88,36.0,193.04,208.28
3227,Hatsu Hioki,Bart Palaszewski,Red,Featherweight,3,28.0,180.34,177.8,28.0,175.26,177.8
3228,Anthony Pettis,Joe Lauzon,Red,Lightweight,3,25.0,177.8,182.88,27.0,177.8,180.34
3229,Takanori Gomi,Eiji Mitsuoka,Red,Lightweight,3,33.0,170.18,177.8,36.0,170.18,182.88
3231,Riki Fukuda,Steve Cantwell,Red,Middleweight,3,31.0,182.88,185.42,25.0,187.96,190.5
3235,Stefan Struve,Dave Herman,Red,Heavyweight,3,23.0,210.82,213.36,27.0,193.04,193.04
3237,Stipe Miocic,Philip De Fries,Red,Heavyweight,3,29.0,193.04,203.2,25.0,195.58,208.28
3238,TJ Dillashaw,Walel Watson,Red,Bantamweight,3,26.0,167.64,170.18,27.0,180.34,175.26
3239,Ivan Menjivar,John Albert,Red,Bantamweight,3,29.0,167.64,162.56,25.0,172.72,172.72
3240,Jonathan Brookins,Vagner Rocha,Red,Featherweight,3,26.0,182.88,185.42,29.0,177.8,185.42
3242,Tim Means,Bernardo Magalhaes,Red,Lightweight,3,27.0,187.96,190.5,30.0,175.26,165.1
3245,Josh Koscheck,Mike Pierce,Red,Welterweight,3,34.0,177.8,185.42,31.0,172.72,177.8
3246,Renan Barao,Scott Jorgensen,Red,Bantamweight,3,25.0,167.64,177.8,29.0,165.1,167.64
3247,Ed Herman,Clifford Starks,Red,Middleweight,3,31.0,185.42,195.58,30.0,182.88,195.58
3248,Dustin Poirier,Max Holloway,Red,Featherweight,3,23.0,175.26,182.88,20.0,180.34,175.26
3250,Matt Brown,Chris Cope,Red,Welterweight,3,31.0,182.88,190.5,28.0,182.88,182.88
3251,Matthew Riddle,Henry Martinez,Red,Welterweight,3,26.0,185.42,187.96,28.0,170.18,172.72
3252,Rafael Natal,Michael Kuiper,Red,Middleweight,3,29.0,182.88,193.04,22.0,182.88,185.42
3254,Rashad Evans,Phil Davis,Red,Light Heavyweight,5,32.0,182.88,190.5,27.0,187.96,200.66
3255,Chael Sonnen,Michael Bisping,Red,Middleweight,3,34.0,185.42,187.96,32.0,185.42,190.5
3257,Evan Dunham,Nik Lentz,Red,Lightweight,3,30.0,177.8,177.8,27.0,172.72,172.72
3258,Mike Russow,Jon Olav Einemo,Red,Heavyweight,3,35.0,185.42,185.42,36.0,198.12,182.88
3259,Cub Swanson,George Roop,Red,Featherweight,3,28.0,172.72,177.8,30.0,185.42,182.88
3260,Charles Oliveira,Eric Wisely,Red,Featherweight,3,22.0,177.8,187.96,27.0,172.72,182.88
3261,Michael Johnson,Shane Roller,Red,Lightweight,3,25.0,177.8,185.42,32.0,177.8,182.88
3263,Chris Camozzi,Dustin Jacoby,Red,Middleweight,3,25.0,187.96,193.04,23.0,193.04,198.12
3266,Mike Easton,Jared Papazian,Red,Bantamweight,3,27.0,167.64,177.8,23.0,172.72,170.18
3267,Pat Barry,Christian Morecraft,Red,Heavyweight,3,32.0,180.34,187.96,25.0,198.12,205.74
3268,Jorge Rivera,Eric Schafer,Red,Middleweight,3,39.0,185.42,185.42,34.0,190.5,190.5
3270,Charlie Brenneman,Daniel Roberts,Red,Welterweight,3,30.0,177.8,182.88,31.0,177.8,187.96
3271,Fabricio Camoes,Tommy Hayden,Red,Lightweight,3,33.0,177.8,185.42,25.0,175.26,182.88
3272,Daniel Pineda,Pat Schilling,Red,Featherweight,3,26.0,170.18,175.26,23.0,172.72,175.26
3274,Jose Aldo,Chad Mendes,Red,Featherweight,5,25.0,170.18,177.8,26.0,167.64,167.64
3275,Vitor Belfort,Anthony Johnson,Red,Middleweight,3,34.0,182.88,187.96,27.0,187.96,198.12
3276,Rousimar Palhares,Mike Massenzio,Red,Middleweight,3,31.0,172.72,180.34,29.0,187.96,185.42
3278,Edson Barboza,Terry Etim,Red,Lightweight,3,25.0,180.34,190.5,26.0,185.42,185.42
3279,Thiago Tavares,Sam Stout,Red,Lightweight,3,27.0,170.18,172.72,27.0,175.26,177.8
3280,Gabriel Gonzaga,Ednaldo Oliveira,Red,Heavyweight,3,32.0,187.96,193.04,27.0,195.58,200.66
3281,Iuri Alcantara,Michihiro Omigawa,Red,Featherweight,3,31.0,175.26,180.34,36.0,167.64,172.72
3283,Felipe Arantes,Antonio Carvalho,Red,Featherweight,3,23.0,172.72,185.42,32.0,175.26,172.72
3285,Nate Diaz,Donald Cerrone,Red,Lightweight,3,26.0,182.88,193.04,28.0,185.42,185.42
3289,Ross Pearson,Junior Assuncao,Red,Featherweight,3,27.0,172.72,175.26,30.0,175.26,182.88
3291,Dong Hyun Kim,Sean Pierson,Red,Welterweight,3,30.0,187.96,193.04,35.0,182.88,193.04
3292,Jacob Volkmann,Efrain Escudero,Red,Lightweight,3,31.0,175.26,180.34,25.0,175.26,177.8
3294,Jon Jones,Lyoto Machida,Red,Light Heavyweight,5,24.0,193.04,213.36,33.0,185.42,187.96
3295,Frank Mir,Minotauro Nogueira,Red,Heavyweight,3,32.0,190.5,200.66,35.0,190.5,195.58
3303,Mark Bocek,Nik Lentz,Red,Lightweight,3,30.0,172.72,190.5,27.0,172.72,172.72
3306,Michael Bisping,Jason Miller,Red,Middleweight,5,32.0,185.42,190.5,30.0,185.42,182.88
3307,Diego Brandao,Dennis Bermudez,Red,Featherweight,3,24.0,170.18,172.72,24.0,167.64,167.64
3309,Tony Ferguson,Yves Edwards,Red,Lightweight,3,27.0,180.34,193.04,35.0,175.26,185.42
3311,Marcus Brimage,Stephen Bass,Red,Featherweight,3,26.0,162.56,180.34,29.0,175.26,182.88
3313,Roland Delorme,Josh Ferguson,Red,Bantamweight,3,27.0,175.26,180.34,23.0,165.1,167.64
3314,Steven Siler,Josh Clopton,Red,Featherweight,3,24.0,180.34,177.8,30.0,167.64,172.72
3315,Bryan Caraway,Dustin Neace,Red,Featherweight,3,27.0,172.72,172.72,25.0,175.26,182.88
3317,Wanderlei Silva,Cung Le,Red,Middleweight,3,35.0,180.34,187.96,39.0,175.26,175.26
3318,Urijah Faber,Brian Bowles,Red,Bantamweight,3,32.0,167.64,170.18,31.0,170.18,177.8
3320,Stephan Bonnar,Kyle Kingsbury,Red,Light Heavyweight,3,34.0,193.04,198.12,29.0,193.04,193.04
3321,Ryan Bader,Jason Brilz,Red,Light Heavyweight,3,28.0,187.96,187.96,36.0,180.34,180.34
3322,Michael McDonald,Alex Soto,Red,Bantamweight,3,20.0,175.26,177.8,27.0,172.72,180.34
3324,Gleison Tibau,Rafael Dos Anjos,Red,Lightweight,3,28.0,177.8,180.34,27.0,172.72,177.8
3325,Miguel Torres,Nick Pace,Red,Bantamweight,3,30.0,175.26,193.04,24.0,170.18,172.72
3327,Danny Castillo,Shamar Bailey,Red,Lightweight,3,32.0,175.26,180.34,29.0,175.26,190.5
3330,Dustin Poirier,Pablo Garza,Red,Featherweight,3,22.0,175.26,182.88,28.0,185.42,185.42
3332,DaMarques Johnson,Clay Harvison,Red,Welterweight,3,29.0,185.42,190.5,31.0,185.42,187.96
3334,Alex Caceres,Cole Escovedo,Red,Bantamweight,3,23.0,177.8,185.42,30.0,170.18,182.88
3335,Mike Pierce,Paul Bradley,Red,Welterweight,3,31.0,172.72,177.8,28.0,175.26,182.88
3336,Aaron Rosa,Matt Lucas,Red,Light Heavyweight,3,28.0,193.04,198.12,29.0,185.42,182.88
3339,Thiago Alves,Papy Abedi,Red,Welterweight,3,28.0,175.26,177.8,33.0,180.34,187.96
3341,Terry Etim,Edward Faaloloto,Red,Lightweight,3,25.0,185.42,185.42,27.0,177.8,177.8
3342,John Maguire,Justin Edwards,Red,Welterweight,3,28.0,175.26,175.26,28.0,177.8,177.8
3344,Michihiro Omigawa,Jason Young,Red,Featherweight,3,35.0,167.64,172.72,25.0,175.26,185.42
3346,Chris Cariaso,Vaughan Lee,Red,Bantamweight,3,30.0,160.02,160.02,29.0,167.64,167.64
3348,Cheick Kongo,Matt Mitrione,Red,Heavyweight,3,36.0,193.04,208.28,33.0,190.5,200.66
3350,Scott Jorgensen,Jeff Curran,Red,Bantamweight,3,29.0,165.1,167.64,34.0,167.64,175.26
3351,Hatsu Hioki,George Roop,Red,Featherweight,3,28.0,180.34,177.8,29.0,185.42,182.88
3354,Brandon Vera,Eliot Marshall,Red,Light Heavyweight,3,34.0,190.5,193.04,31.0,187.96,195.58
3355,Ramsey Nijem,Danny Downes,Red,Lightweight,3,23.0,180.34,190.5,25.0,182.88,182.88
3358,Frankie Edgar,Gray Maynard,Red,Lightweight,5,29.0,167.64,172.72,32.0,175.26,177.8
3359,Jose Aldo,Kenny Florian,Red,Featherweight,5,25.0,170.18,177.8,35.0,177.8,187.96
3360,Chael Sonnen,Brian Stann,Red,Middleweight,3,34.0,185.42,187.96,31.0,185.42,187.96
3363,Demian Maia,Jorge Santiago,Red,Middleweight,3,33.0,185.42,182.88,30.0,185.42,187.96
3364,Anthony Pettis,Jeremy Stephens,Red,Lightweight,3,24.0,177.8,182.88,25.0,172.72,180.34
3367,Aaron Simpson,Eric Schafer,Red,Middleweight,3,37.0,182.88,185.42,34.0,190.5,190.5
3369,Dominick Cruz,Demetrious Johnson,Red,Bantamweight,5,26.0,172.72,172.72,25.0,160.02,167.64
3371,Anthony Johnson,Charlie Brenneman,Red,Welterweight,3,27.0,187.96,198.12,30.0,177.8,182.88
3372,Matt Wiman,Mac Danzig,Red,Lightweight,3,28.0,177.8,172.72,31.0,172.72,177.8
3373,Yves Edwards,Rafaello Oliveira,Red,Lightweight,3,35.0,175.26,185.42,29.0,172.72,180.34
3375,Mike Easton,Byron Bloodworth,Red,Bantamweight,3,27.0,167.64,177.8,28.0,172.72,175.26
3377,Josh Neer,Keith Wisniewski,Red,Welterweight,3,28.0,180.34,182.88,29.0,182.88,190.5
